16,"219 West",78701,"12/09/2008 08:00 AM +0000",86,"219 4TH ST
AUSTIN, TEXAS 78701
",30.2668113322,-97.7457170336
17,"219 West",78701,"06/08/2009 07:00 AM +0000",92,"219 4TH ST
AUSTIN, TEXAS 78701
",30.2668113322,-97.7457170336
18,"219 West",78701,"12/15/2009 08:00 AM +0000",80,"219 4TH ST
AUSTIN, TEXAS 78701
",30.2668113322,-97.7457170336
19,"219 West",78701,"08/05/2010 07:00 AM +0000",89,"219 4TH ST
AUSTIN, TEXAS 78701
",30.2668113322,-97.7457170336
20,"219 West",78701,"03/15/2011 07:00 AM +0000",84,"219 4TH ST
AUSTIN, TEXAS 78701
",30.2668113322,-97.7457170336
21,"21st St. College House",78705,"07/02/2009 07:00 AM +0000",74,"707 21ST ST
AUSTIN, TEXAS 78705
",30.2840873084,-97.7458879048
22,"21st St. College House",78705,"07/28/2009 07:00 AM +0000",89,"707 21ST ST
AUSTIN, TEXAS 78705
",30.2840873084,-97.7458879048
23,"21st St. College House",78705,"01/28/2010 08:00 AM +0000",86,"707 21ST ST
AUSTIN, TEXAS 78705
",30.2840873084,-97.7458879048
24,"21st St. College House",78705,"08/02/2010 07:00 AM +0000",87,"707 21ST ST
AUSTIN, TEXAS 78705
",30.2840873084,-97.7458879048
25,"21st St. College House",78705,"04/21/2011 07:00 AM +0000",85,"707 21ST ST
AUSTIN, TEXAS 78705
",30.2840873084,-97.7458879048
26,"24 Diner",78703,"12/29/2008 08:00 AM +0000",88,"600 LAMAR BLVD
AUSTIN, TEXAS 78703
",30.2717396169,-97.7538738844
27,"24 Diner",78703,"08/10/2009 07:00 AM +0000",87,"600 LAMAR BLVD
AUSTIN, TEXAS 78703
",30.2717396169,-97.7538738844
28,"24 Diner",78703,"03/16/2010 07:00 AM +0000",74,"600 LAMAR BLVD
AUSTIN, TEXAS 78703
",30.2717396169,-97.7538738844
29,"24 Diner",78703,"12/15/2010 08:00 AM +0000",85,"600 LAMAR BLVD
AUSTIN, TEXAS 78703
",30.2717396169,-97.7538738844
30,"24 Diner",78703,"10/03/2011 07:00 AM +0000",87,"600 LAMAR BLVD
AUSTIN, TEXAS 78703
",30.2717396169,-97.7538738844
31,"290 West Bar & Grill",78737,"04/01/2009 07:00 AM +0000",100,"12013 US 290 HWY
AUSTIN, TEXAS 78737
",30.1786897152,-97.9581089479
32,"290 West Bar & Grill",78737,"11/04/2009 08:00 AM +0000",100,"12013 US 290 HWY
AUSTIN, TEXAS 78737
",30.1786897152,-97.9581089479
33,"290 West Bar & Grill",78737,"05/28/2010 07:00 AM +0000",97,"12013 US 290 HWY
AUSTIN, TEXAS 78737
",30.1786897152,-97.9581089479
34,"290 West Bar & Grill",78737,"01/24/2011 08:00 AM +0000",94,"12013 US 290 HWY
AUSTIN, TEXAS 78737
",30.1786897152,-97.9581089479
35,"290 West Bar & Grill",78737,"06/16/2011 07:00 AM +0000",100,"12013 US 290 HWY
AUSTIN, TEXAS 78737
",30.1786897152,-97.9581089479
36,"2nd Street Market",78701,"02/13/2009 08:00 AM +0000",92,"200 SAN JACINTO BLVD
AUSTIN, TEXAS 78701
",30.2640054475,-97.7416610912
37,"2nd Street Market",78701,"08/18/2009 07:00 AM +0000",97,"200 SAN JACINTO BLVD
AUSTIN, TEXAS 78701
",30.2640054475,-97.7416610912
38,"2nd Street Market",78701,"03/25/2010 07:00 AM +0000",100,"200 SAN JACINTO BLVD
AUSTIN, TEXAS 78701
",30.2640054475,-97.7416610912
39,"2nd Street Market",78701,"12/09/2010 08:00 AM +0000",100,"200 SAN JACINTO BLVD
AUSTIN, TEXAS 78701
",30.2640054475,-97.7416610912
40,"2nd Street Market",78701,"07/28/2011 07:00 AM +0000",97,"200 SAN JACINTO BLVD
AUSTIN, TEXAS 78701
",30.2640054475,-97.7416610912
41,"300 Austin",78753,"05/08/2009 07:00 AM +0000",97,"9504 IH
AUSTIN, TEXAS 78753
",30.3800003238,-97.6747601426
42,"300 Austin",78753,"02/19/2010 08:00 AM +0000",91,"9504 IH
AUSTIN, TEXAS 78753
",30.3800003238,-97.6747601426
43,"300 Austin",78753,"08/18/2010 07:00 AM +0000",87,"9504 IH
AUSTIN, TEXAS 78753
",30.3800003238,-97.6747601426
44,"300 Austin",78753,"03/16/2011 07:00 AM +0000",78,"9504 IH
AUSTIN, TEXAS 78753
",30.3800003238,-97.6747601426
45,"300 Austin",78753,"09/21/2011 07:00 AM +0000",85,"9504 IH
AUSTIN, TEXAS 78753
",30.3800003238,-97.6747601426
46,"311 Club",78701,"03/20/2009 07:00 AM +0000",100,"311 6TH ST
AUSTIN, TEXAS 78701
",30.267252,-97.7399164065
47,"311 Club",78701,"10/08/2009 07:00 AM +0000",93,"311 6TH ST
AUSTIN, TEXAS 78701
",30.267252,-97.7399164065
48,"311 Club",78701,"06/26/2010 07:00 AM +0000",90,"311 6TH ST
AUSTIN, TEXAS 78701
",30.267252,-97.7399164065
49,"311 Club",78701,"02/17/2011 08:00 AM +0000",100,"311 6TH ST
AUSTIN, TEXAS 78701
",30.267252,-97.7399164065
50,"311 Club",78701,"08/04/2011 07:00 AM +0000",94,"311 6TH ST
AUSTIN, TEXAS 78701
",30.267252,-97.7399164065
51,"34th Street Cafe",78705,"01/14/2009 08:00 AM +0000",76,"1005 34TH ST
AUSTIN, TEXAS 78705
",30.3028381727,-97.7450605285
52,"34th Street Cafe",78705,"02/24/2010 08:00 AM +0000",89,"1005 34TH ST
AUSTIN, TEXAS 78705
",30.3028381727,-97.7450605285
53,"34th Street Cafe",78705,"11/17/2010 08:00 AM +0000",90,"1005 34TH ST
AUSTIN, TEXAS 78705
",30.3028381727,-97.7450605285
54,"34th Street Cafe",78705,"05/13/2011 07:00 AM +0000",83,"1005 34TH ST
AUSTIN, TEXAS 78705
",30.3028381727,-97.7450605285
55,"34th Street Catering",78705,"02/25/2009 08:00 AM +0000",93,"1009 34TH ST
AUSTIN, TEXAS 78705
",30.3029640778,-97.7453303251
56,"34th Street Catering",78705,"08/24/2009 07:00 AM +0000",93,"1009 34TH ST
AUSTIN, TEXAS 78705
",30.3029640778,-97.7453303251
57,"34th Street Catering",78705,"02/24/2010 08:00 AM +0000",96,"1009 34TH ST
AUSTIN, TEXAS 78705
",30.3029640778,-97.7453303251
58,"34th Street Catering",78705,"11/17/2010 08:00 AM +0000",90,"1009 34TH ST
AUSTIN, TEXAS 78705
",30.3029640778,-97.7453303251
59,"34th Street Catering",78705,"05/13/2011 07:00 AM +0000",94,"1009 34TH ST
AUSTIN, TEXAS 78705
",30.3029640778,-97.7453303251
60,"360 Cafe",78758,"09/08/2011 07:00 AM +0000",86,"8557 RESEARCH BLVD
AUSTIN, TEXAS 78758
",30.3609883351,-97.7166959117
61,"360 Uno Espresso & Vino",78746,"03/04/2009 08:00 AM +0000",85,"3801 CAPITAL OF TEXAS HWY
AUSTIN, TEXAS 78746
",30.3367516064,-97.8051352401
62,"360 Uno Espresso & Vino",78746,"09/03/2009 07:00 AM +0000",92,"3801 CAPITAL OF TEXAS HWY
AUSTIN, TEXAS 78746
",30.3367516064,-97.8051352401
63,"360 Uno Espresso & Vino",78746,"02/22/2010 08:00 AM +0000",95,"3801 CAPITAL OF TEXAS HWY
AUSTIN, TEXAS 78746
",30.3367516064,-97.8051352401
64,"360 Uno Espresso & Vino",78746,"08/19/2010 07:00 AM +0000",92,"3801 CAPITAL OF TEXAS HWY
AUSTIN, TEXAS 78746
",30.3367516064,-97.8051352401
65,"360 Uno Espresso & Vino",78746,"03/30/2011 07:00 AM +0000",97,"3801 CAPITAL OF TEXAS HWY
AUSTIN, TEXAS 78746
",30.3367516064,-97.8051352401
66,"360 Uno Espresso & Vino",78746,"08/30/2011 07:00 AM +0000",95,"3801 CAPITAL OF TEXAS HWY
AUSTIN, TEXAS 78746
",30.3367516064,-97.8051352401
67,"3M Austin Center",78726,"08/18/2009 07:00 AM +0000",73,"6801 RIVER PLACE BLVD
AUSTIN, TEXAS 78726
",30.3960439078,-97.844732389
68,"3M Austin Center",78726,"01/20/2010 08:00 AM +0000",80,"6801 RIVER PLACE BLVD
AUSTIN, TEXAS 78726
",30.3960439078,-97.844732389
69,"3M Austin Center",78726,"07/12/2010 07:00 AM +0000",97,"6801 RIVER PLACE BLVD
AUSTIN, TEXAS 78726
",30.3960439078,-97.844732389
70,"3M Austin Center",78726,"02/08/2011 08:00 AM +0000",94,"6801 RIVER PLACE BLVD
AUSTIN, TEXAS 78726
",30.3960439078,-97.844732389
71,"3M Austin Center",78726,"07/15/2011 07:00 AM +0000",89,"6801 RIVER PLACE BLVD
AUSTIN, TEXAS 78726
",30.3960439078,-97.844732389
72,"409 Bar / Sapphire",78701,"06/26/2009 07:00 AM +0000",88,"409 6TH ST
AUSTIN, TEXAS 78701
",30.266964217,-97.7388641997
73,"409 Bar / Sapphire",78701,"12/16/2009 08:00 AM +0000",88,"409 6TH ST
AUSTIN, TEXAS 78701
",30.266964217,-97.7388641997
74,"409 Bar / Sapphire",78701,"08/05/2010 07:00 AM +0000",93,"409 6TH ST
AUSTIN, TEXAS 78701
",30.266964217,-97.7388641997
75,"409 Bar / Sapphire",78701,"02/17/2011 08:00 AM +0000",97,"409 6TH ST
AUSTIN, TEXAS 78701
",30.266964217,-97.7388641997
76,"409 Bar / Sapphire",78701,"07/27/2011 07:00 AM +0000",91,"409 6TH ST
AUSTIN, TEXAS 78701
",30.266964217,-97.7388641997
77,"5 Guys Burgers & Fries",78759,"03/31/2010 07:00 AM +0000",100,"10000 RESEARCH BLVD
AUSTIN, TEXAS 78759
",30.3930221858,-97.7469041387
78,"5 Guys Burgers & Fries",78759,"09/22/2010 07:00 AM +0000",92,"10000 RESEARCH BLVD
AUSTIN, TEXAS 78759
",30.3930221858,-97.7469041387
79,"5 Guys Burgers & Fries",78759,"04/06/2011 07:00 AM +0000",100,"10000 RESEARCH BLVD
AUSTIN, TEXAS 78759
",30.3930221858,-97.7469041387
80,"5 Guys Burgers & Fries",78759,"10/04/2011 07:00 AM +0000",100,"10000 RESEARCH BLVD
AUSTIN, TEXAS 78759
",30.3930221858,-97.7469041387
81,"512 on 6th, The",78701,"05/12/2011 07:00 AM +0000",90,"408 6TH ST
AUSTIN, TEXAS 78701
",30.2669732102,-97.7389001726
82,"6 St Cool Store",78702,"09/08/2009 07:00 AM +0000",93,"1900 6TH ST
AUSTIN, TEXAS 78702
",30.2616132509,-97.7223346608
83,"6 St Cool Store",78702,"03/11/2010 08:00 AM +0000",97,"1900 6TH ST
AUSTIN, TEXAS 78702
",30.2616132509,-97.7223346608
84,"6 St Cool Store",78702,"10/01/2010 07:00 AM +0000",100,"1900 6TH ST
AUSTIN, TEXAS 78702
",30.2616132509,-97.7223346608
85,"6 St Cool Store",78702,"03/30/2011 07:00 AM +0000",97,"1900 6TH ST
AUSTIN, TEXAS 78702
",30.2616132509,-97.7223346608
86,"6 St Cool Store",78702,"10/14/2011 07:00 AM +0000",100,"1900 6TH ST
AUSTIN, TEXAS 78702
",30.2616132509,-97.7223346608
87,"6M Grocery",78652,"12/30/2008 08:00 AM +0000",87,"805 FM 1626 RD
AUSTIN, TEXAS 78652
",30.1406927791,-97.8232474227
88,"6M Grocery",78652,"06/26/2009 07:00 AM +0000",100,"805 FM 1626 RD
AUSTIN, TEXAS 78652
",30.1406927791,-97.8232474227
89,"6M Grocery",78652,"12/21/2009 08:00 AM +0000",94,"805 FM 1626 RD
AUSTIN, TEXAS 78652
",30.1406927791,-97.8232474227
90,"6M Grocery",78652,"06/14/2010 07:00 AM +0000",93,"805 FM 1626 RD
AUSTIN, TEXAS 78652
",30.1406927791,-97.8232474227
91,"6M Grocery",78652,"11/23/2010 08:00 AM +0000",94,"805 FM 1626 RD
AUSTIN, TEXAS 78652
",30.1406927791,-97.8232474227
92,"6M Grocery",78652,"04/05/2011 07:00 AM +0000",97,"805 FM 1626 RD
AUSTIN, TEXAS 78652
",30.1406927791,-97.8232474227
93,"6M Grocery",78652,"10/27/2011 07:00 AM +0000",92,"805 FM 1626 RD
AUSTIN, TEXAS 78652
",30.1406927791,-97.8232474227
94,"7 Days Food Store",78745,"09/03/2009 07:00 AM +0000",94,"1025 STASSNEY LN
AUSTIN, TEXAS 78745
",30.2105587393,-97.7868700096
95,"7 Days Food Store",78745,"03/09/2010 08:00 AM +0000",91,"1025 STASSNEY LN
AUSTIN, TEXAS 78745
",30.2105587393,-97.7868700096
96,"7 Days Food Store",78745,"12/20/2010 08:00 AM +0000",88,"1025 STASSNEY LN
AUSTIN, TEXAS 78745
",30.2105587393,-97.7868700096
97,"7 Days Food Store",78745,"05/25/2011 07:00 AM +0000",87,"1025 STASSNEY LN
AUSTIN, TEXAS 78745
",30.2105587393,-97.7868700096
98,"7-Eleven",78726,"12/18/2008 08:00 AM +0000",97,"11518 FM 620 RD
AUSTIN, TEXAS 78726
",30.4545228544,-97.8267912636
99,"7-Eleven",78745,"12/30/2008 08:00 AM +0000",85,"8010 BRODIE LN
AUSTIN, TEXAS 78745
",30.2028965156,-97.8375557992
100,"7-Eleven",78741,"05/08/2009 07:00 AM +0000",82,"1705 LAKESHORE BLVD
AUSTIN, TEXAS 78741
",30.2448768679,-97.7286568947
101,"7-Eleven",78703,"05/12/2009 07:00 AM +0000",100,"2620 LAKE AUSTIN BLVD
AUSTIN, TEXAS 78703
",30.2820368542,-97.7759882131
102,"7-Eleven",78726,"06/16/2009 07:00 AM +0000",89,"11518 FM 620 RD
AUSTIN, TEXAS 78726
",30.4545228544,-97.8267912636
103,"7-Eleven",78717,"06/23/2009 07:00 AM +0000",73,"14016 FM 620 RD
AUSTIN, TEXAS 78717
",30.4765871888,-97.7656999691
104,"7-Eleven",78745,"09/21/2009 07:00 AM +0000",79,"8010 BRODIE LN
AUSTIN, TEXAS 78745
",30.2028965156,-97.8375557992
105,"7-Eleven",78703,"11/06/2009 08:00 AM +0000",85,"2620 LAKE AUSTIN BLVD
AUSTIN, TEXAS 78703
",30.2820368542,-97.7759882131
106,"7-Eleven",78741,"11/13/2009 08:00 AM +0000",87,"1705 LAKESHORE BLVD
AUSTIN, TEXAS 78741
",30.2448768679,-97.7286568947
107,"7-Eleven",78726,"11/16/2009 08:00 AM +0000",76,"11518 FM 620 RD
AUSTIN, TEXAS 78726
",30.4545228544,-97.8267912636
108,"7-Eleven",78717,"02/04/2010 08:00 AM +0000",94,"14016 FM 620 RD
AUSTIN, TEXAS 78717
",30.4765871888,-97.7656999691
109,"7-Eleven",78745,"03/15/2010 07:00 AM +0000",92,"8010 BRODIE LN
AUSTIN, TEXAS 78745
",30.2028965156,-97.8375557992
110,"7-Eleven",78726,"05/11/2010 07:00 AM +0000",88,"11518 FM 620 RD
AUSTIN, TEXAS 78726
",30.4545228544,-97.8267912636
111,"7-Eleven",78741,"06/03/2010 07:00 AM +0000",85,"1705 LAKESHORE BLVD
AUSTIN, TEXAS 78741
",30.2448768679,-97.7286568947
112,"7-Eleven",78703,"06/07/2010 07:00 AM +0000",88,"2620 LAKE AUSTIN BLVD
AUSTIN, TEXAS 78703
",30.2820368542,-97.7759882131
113,"7-Eleven",78717,"08/06/2010 07:00 AM +0000",83,"14016 FM 620 RD
AUSTIN, TEXAS 78717
",30.4765871888,-97.7656999691
114,"7-Eleven",78745,"09/15/2010 07:00 AM +0000",95,"8010 BRODIE LN
AUSTIN, TEXAS 78745
",30.2028965156,-97.8375557992
115,"7-Eleven",78701,"10/15/2010 07:00 AM +0000",97,"411 MARTIN LUTHER KING JR BLVD
AUSTIN, TEXAS 78701
",30.279500766,-97.7340258472
116,"7-Eleven",78726,"11/19/2010 08:00 AM +0000",85,"11518 FM 620 RD
AUSTIN, TEXAS 78726
",30.4545228544,-97.8267912636
117,"7-Eleven",78741,"11/30/2010 08:00 AM +0000",79,"1705 LAKESHORE BLVD
AUSTIN, TEXAS 78741
",30.2448768679,-97.7286568947
118,"7-Eleven",78703,"01/12/2011 08:00 AM +0000",85,"2620 LAKE AUSTIN BLVD
AUSTIN, TEXAS 78703
",30.2820368542,-97.7759882131
119,"7-Eleven",78745,"03/03/2011 08:00 AM +0000",92,"8010 BRODIE LN
AUSTIN, TEXAS 78745
",30.2028965156,-97.8375557992
120,"7-Eleven",78717,"03/29/2011 07:00 AM +0000",96,"14016 FM 620 RD
AUSTIN, TEXAS 78717
",30.4765871888,-97.7656999691
121,"7-Eleven",78701,"04/15/2011 07:00 AM +0000",97,"411 MARTIN LUTHER KING JR BLVD
AUSTIN, TEXAS 78701
",30.279500766,-97.7340258472
122,"7-Eleven",78753,"04/25/2011 07:00 AM +0000",93,"10111 LAMAR BLVD
AUSTIN, TEXAS 78753
",30.3709168503,-97.6925940813
123,"7-Eleven",78704,"05/06/2011 07:00 AM +0000",94,"1403 LAMAR BLVD
AUSTIN, TEXAS 78704
",30.2530786848,-97.7634066979
124,"7-Eleven",78726,"05/17/2011 07:00 AM +0000",92,"11518 FM 620 RD
AUSTIN, TEXAS 78726
",30.4545228544,-97.8267912636
125,"7-Eleven",78741,"06/01/2011 07:00 AM +0000",70,"1705 LAKESHORE BLVD
AUSTIN, TEXAS 78741
",30.2448768679,-97.7286568947
126,"7-Eleven",78703,"07/06/2011 07:00 AM +0000",91,"2620 LAKE AUSTIN BLVD
AUSTIN, TEXAS 78703
",30.2820368542,-97.7759882131
127,"7-Eleven",78745,"08/31/2011 07:00 AM +0000",97,"8010 BRODIE LN
AUSTIN, TEXAS 78745
",30.2028965156,-97.8375557992
128,"7-Eleven",78717,"10/14/2011 07:00 AM +0000",91,"14016 FM 620 RD
AUSTIN, TEXAS 78717
",30.4765871888,-97.7656999691
129,"7-Eleven",78753,"10/21/2011 07:00 AM +0000",97,"10111 LAMAR BLVD
AUSTIN, TEXAS 78753
",30.3709168503,-97.6925940813
130,"7-Eleven",78704,"11/03/2011 07:00 AM +0000",82,"1403 LAMAR BLVD
AUSTIN, TEXAS 78704
",30.2530786848,-97.7634066979
131,"7-Eleven",78726,"11/03/2011 07:00 AM +0000",95,"11518 FM 620 RD
AUSTIN, TEXAS 78726
",30.4545228544,-97.8267912636
132,"7-Eleven #12705",78701,"05/20/2009 07:00 AM +0000",94,"408 15TH ST
AUSTIN, TEXAS 78701
",30.2781967491,-97.7438104709
133,"7-Eleven #12705",78701,"11/17/2009 08:00 AM +0000",81,"408 15TH ST
AUSTIN, TEXAS 78701
",30.2781967491,-97.7438104709
134,"7-Eleven #12705",78701,"05/17/2010 07:00 AM +0000",92,"408 15TH ST
AUSTIN, TEXAS 78701
",30.2781967491,-97.7438104709
135,"7-Eleven #12705",78701,"11/17/2010 08:00 AM +0000",95,"408 15TH ST
AUSTIN, TEXAS 78701
",30.2781967491,-97.7438104709
136,"7-Eleven #12705",78701,"05/27/2011 07:00 AM +0000",97,"408 15TH ST
AUSTIN, TEXAS 78701
",30.2781967491,-97.7438104709
137,"7-Eleven #20829",78745,"03/24/2009 07:00 AM +0000",82,"7814 1ST ST
AUSTIN, TEXAS 78745
",30.1841726309,-97.7924278198
138,"7-Eleven #20829",78745,"11/17/2009 08:00 AM +0000",85,"7814 1ST ST
AUSTIN, TEXAS 78745
",30.1841726309,-97.7924278198
139,"7-Eleven #20829",78745,"05/19/2010 07:00 AM +0000",97,"7814 1ST ST
AUSTIN, TEXAS 78745
",30.1841726309,-97.7924278198
140,"7-Eleven #20829",78745,"11/17/2010 08:00 AM +0000",89,"7814 1ST ST
AUSTIN, TEXAS 78745
",30.1841726309,-97.7924278198
141,"7-Eleven #20829",78745,"05/24/2011 07:00 AM +0000",91,"7814 1ST ST
AUSTIN, TEXAS 78745
",30.1841726309,-97.7924278198
142,"7-Eleven #22245",78704,"03/24/2009 07:00 AM +0000",94,"2103 CONGRESS AVE
AUSTIN, TEXAS 78704
",30.2432311086,-97.7520392675
143,"7-Eleven #22245",78704,"10/26/2009 07:00 AM +0000",88,"2103 CONGRESS AVE
AUSTIN, TEXAS 78704
",30.2432311086,-97.7520392675
144,"7-Eleven #22245",78704,"04/28/2010 07:00 AM +0000",93,"2103 CONGRESS AVE
AUSTIN, TEXAS 78704
",30.2432311086,-97.7520392675
145,"7-Eleven #22245",78704,"11/03/2010 07:00 AM +0000",95,"2103 CONGRESS AVE
AUSTIN, TEXAS 78704
",30.2432311086,-97.7520392675
146,"7-Eleven #22245",78704,"05/04/2011 07:00 AM +0000",100,"2103 CONGRESS AVE
AUSTIN, TEXAS 78704
",30.2432311086,-97.7520392675
147,"7-Eleven #22245",78704,"11/02/2011 07:00 AM +0000",97,"2103 CONGRESS AVE
AUSTIN, TEXAS 78704
",30.2432311086,-97.7520392675
148,"7-Eleven #22327",78754,"12/30/2008 08:00 AM +0000",81,"9406 DESSAU RD
AUSTIN, TEXAS 78754
",30.3512037114,-97.6758576983
149,"7-Eleven #22327",78754,"11/30/2009 08:00 AM +0000",93,"9406 DESSAU RD
AUSTIN, TEXAS 78754
",30.3512037114,-97.6758576983
150,"7-Eleven #22327",78754,"07/29/2010 07:00 AM +0000",90,"9406 DESSAU RD
AUSTIN, TEXAS 78754
",30.3512037114,-97.6758576983
151,"7-Eleven #22327",78754,"01/26/2011 08:00 AM +0000",90,"9406 DESSAU RD
AUSTIN, TEXAS 78754
",30.3512037114,-97.6758576983
152,"7-Eleven #22327",78754,"07/27/2011 07:00 AM +0000",89,"9406 DESSAU RD
AUSTIN, TEXAS 78754
",30.3512037114,-97.6758576983
153,"7-Eleven #23807",78745,"02/23/2010 08:00 AM +0000",86,"6306 MANCHACA RD
AUSTIN, TEXAS 78745
",30.2091108308,-97.8045147079
154,"7-Eleven #23807",78745,"12/13/2010 08:00 AM +0000",90,"6306 MANCHACA RD
AUSTIN, TEXAS 78745
",30.2091108308,-97.8045147079
155,"7-Eleven #23807",78745,"05/09/2011 07:00 AM +0000",84,"6306 MANCHACA RD
AUSTIN, TEXAS 78745
",30.2091108308,-97.8045147079
156,"7-Eleven #23807",78745,"11/15/2011 08:00 AM +0000",93,"6306 MANCHACA RD
AUSTIN, TEXAS 78745
",30.2091108308,-97.8045147079
157,"7-Eleven #24002",78726,"05/29/2009 07:00 AM +0000",80,"7100 FM 620 RD
AUSTIN, TEXAS 78726
",30.4038313977,-97.8539785128
158,"7-Eleven #24002",78726,"11/04/2009 08:00 AM +0000",87,"7100 FM 620 RD
AUSTIN, TEXAS 78726
",30.4038313977,-97.8539785128
159,"7-Eleven #24002",78726,"04/12/2010 07:00 AM +0000",89,"7100 FM 620 RD
AUSTIN, TEXAS 78726
",30.4038313977,-97.8539785128
160,"7-Eleven #24002",78726,"11/01/2010 07:00 AM +0000",92,"7100 FM 620 RD
AUSTIN, TEXAS 78726
",30.4038313977,-97.8539785128
161,"7-Eleven #24002",78726,"05/02/2011 07:00 AM +0000",97,"7100 FM 620 RD
AUSTIN, TEXAS 78726
",30.4038313977,-97.8539785128
162,"7-Eleven #24002",78726,"11/02/2011 07:00 AM +0000",91,"7100 FM 620 RD
AUSTIN, TEXAS 78726
",30.4038313977,-97.8539785128
163,"7-Eleven #24397",78757,"02/12/2009 08:00 AM +0000",92,"5901 BURNET RD
AUSTIN, TEXAS 78757
",30.3349979285,-97.7397994946
164,"7-Eleven #24397",78757,"02/16/2010 08:00 AM +0000",100,"5901 BURNET RD
AUSTIN, TEXAS 78757
",30.3349979285,-97.7397994946
165,"7-Eleven #24397",78757,"08/17/2010 07:00 AM +0000",91,"5901 BURNET RD
AUSTIN, TEXAS 78757
",30.3349979285,-97.7397994946
166,"7-Eleven #24397",78757,"02/08/2011 08:00 AM +0000",92,"5901 BURNET RD
AUSTIN, TEXAS 78757
",30.3349979285,-97.7397994946
167,"7-Eleven #24397",78757,"08/18/2011 07:00 AM +0000",91,"5901 BURNET RD
AUSTIN, TEXAS 78757
",30.3349979285,-97.7397994946
168,"7-Eleven - Vaishnavi Food and Gas",78704,"02/17/2009 08:00 AM +0000",90,"2820 LAMAR BLVD
AUSTIN, TEXAS 78704
",30.2436268103,-97.7822744741
169,"7-Eleven - Vaishnavi Food and Gas",78704,"09/15/2009 07:00 AM +0000",87,"2820 LAMAR BLVD
AUSTIN, TEXAS 78704
",30.2436268103,-97.7822744741
170,"7-Eleven - Vaishnavi Food and Gas",78704,"02/16/2010 08:00 AM +0000",97,"2820 LAMAR BLVD
AUSTIN, TEXAS 78704
",30.2436268103,-97.7822744741
171,"7-Eleven - Vaishnavi Food and Gas",78704,"09/09/2010 07:00 AM +0000",92,"2820 LAMAR BLVD
AUSTIN, TEXAS 78704
",30.2436268103,-97.7822744741
172,"7-Eleven - Vaishnavi Food and Gas",78704,"03/08/2011 08:00 AM +0000",92,"2820 LAMAR BLVD
AUSTIN, TEXAS 78704
",30.2436268103,-97.7822744741
173,"7-Eleven - Vaishnavi Food and Gas",78704,"08/25/2011 07:00 AM +0000",96,"2820 LAMAR BLVD
AUSTIN, TEXAS 78704
",30.2436268103,-97.7822744741
174,"7-Eleven Convenience Store",78705,"01/27/2009 08:00 AM +0000",93,"2600 GUADALUPE ST
AUSTIN, TEXAS 78705
",30.2905264541,-97.7413283421
175,"7-Eleven Convenience Store",78705,"07/27/2009 07:00 AM +0000",95,"2600 GUADALUPE ST
AUSTIN, TEXAS 78705
",30.2905264541,-97.7413283421
